Description,groupTreatment
"נושא: תכנית מס' 505-0464347 -  בתכנית הנ""ל בקליטת התנגדויות רשום הרואה עצמו נפגע 112 מתנגדים ואני קלטתי 115? למה זה לא מסונכרן?  [cid:image001.jpg 01D7F747.45DEFFA0]  ",7878 מרכז שירות ותמיכה טכנולוגית
ראו המייל מטה נא לצרף את המיילים המבוקשים לרשימת התפוצה 'חברי ועדה מחוזית ירושלים'    נריה ספיר- ארכיאולוג מחוז ירושלים (מרחב ירושלים- רשות העתיקות): neria@israntique.org.il יהונתן צחור- אדריכל מרח...,7878 מרכז שירות ותמיכה טכנולוגית
נושא: Case CS0189286 handled and resolved in Bynet Data Communication   נשלח מ- Bynet Data Communication Service   מכתובת מייל: bynetprod@service-now.com [cid:sys_attachment.dosys_id6b199927db8dfb4...,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: RE: פתיחת ישיבות היי יורם פתחתי את הישיבות הנעולות לפי בקשתך , לאחר שסיימת נא לעדכן אותי בכדי שאוכל לנעול אותם חזרה. תודה מראש   [cid:image011.png 01D5627F.46ED1990] יוסי בכר רפרנט מחשוב מחוז...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: תיקיית אגף מכוני בקרה שלום רב, העברנו את החומרים וכונן M ואנו עובדים בתיקיית מכוני בקרה שנמצא תחת אגף בכיר לרגולציה ברישוי בניה.  לפתע נעלמה התייקיה מהכונן ?? , אודה לבדיקתכם הבהולה ולהחזרתה ...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: כניסה למחשב ללא כרטיס בוקר טוב,  אשמח לקבל אישור לכניסה למחשב ללא כרטיס עבור ישיבה באולם ארבל..  תודה רבה ויום טוב  בברכה, [חתימה- ים וחופים] תחום ים וחופים<https://www.gov.il/he/departments/...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא:  טופס בקשה לפתיחת יוזר - תומר לוי הי לכם,  אבקש לפתוח יוזר לתומר לוי  יעבוד כטכנאי בצוות של דודו  נא לעדכן בסיום טיפול את שחר כהן סעדו ואותי  תודה רבה,  [cid:image003.png 01D7F7DB.0C5BCBC0] ",צוות טכנאים
"בהמשך לקריאה I-5942584  נושא: RE: קריאתך לגבי תתל/ 80/ א הי אריה, כבר אתמול בערב קיבלתי הודעה מהיועצת שלנו שהתכנית אכן באתר ואני בדקתי עכשיו ואכן מופיעה. תודה! [cid:image001.jpg 01D7F7DC.DBC251D0] ...",7878 מרכז שירות ותמיכה טכנולוגית
נושא: עדכון חברי ועדה - חיים אש  נטלי חכם פעולה מבוקשת:   בעל עניין קיים - הסרה מוועדות מחוז:  ועדה מקומית בית אריה שם בעל עניין:   חיים אש שם לעדכון במערכת: כתובת מייל:     achaim beit-arye.co.il ...,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: המדפסת לא עובדת  שלום רב, המדפסת לא מגיבה בכלל , אודה לטיפולכם הדחוף , מספר מדפסת Q102 (קומה 4 בחדר הפנימי בלשכ""ת המנכ""ל)  [NEW]  ",7878 מרכז שירות ותמיכה טכנולוגית
נושא: עדכון חברי ועדה - יהונתן כתבן    נשלח מ- <טפסים>   מכתובת מייל: portal@iplan.gov.il  [cid:icgen.gif]   יהונתן כתבן <http://ishare/forms/Lists/List/DispForm.aspx?ID=411> נוסף  [cid:651] נטלי ח...,7878 מרכז שירות ותמיכה טכנולוגית
"מבקשת למחוק נוסח קיים ולהפיק חדש ואז למחוק בתכנית 259-0966440 מסילת רכבת כרמיאל קריית שמונה דרישה מס' 7520 . הנוסח התקין כבר יצא לפרסום, זה רק בשביל המערכת שיהיה מעודכן ",צוות הדרכה והטמעה אפליקטיבי
"נושא: 303-0640045 - קיסריה חוף הזהב - תסקיר  שלום רב, התכנית צריכה להיות סגורה  צריכה להיות אפשרות שעורת התכנית יכול לערוך את התסקיר   תוכנית 303-0640045 – קיסריה חוף הזהב צריכה להיות סגורה בתנאי ס...",7878 מרכז שירות ותמיכה טכנולוגית
"מבקשת להכניס את   מייל של שמואל זכאי מנהל נתב""ג לרשימת כתובות     ShmuelZa2@iaa.gov.il",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: התקנת תוכנת WACOM שלום,  אבקש להתקין את תוכנת Sign Pro PDF for Windows Wacom  בטרמינל לצורך שימוש בפד החתמה דיגיטלי.  התוכנה אושרה בעבר ע""י אבטחת מידע במנהל התכנון.  תודה רבה  [cid:image001.p...",צוות טכנאים
"נושא: פריסת מחשבים לוועדת בוחנים   נשלח מ- ליאור כהן   מכתובת מייל: LiorCohen@iplan.gov.il שלום דודו, בתאריך 19/01, יום רביעי. בין השעות 09:00-13:00 תתקיים וועדת בוחנים, בחדר דיונים דולב, בקומה 4. ...",צוות טכנאים
"הרשאות כמו מי ???    נושא: פתיחת יוזר למרים קלמן שלום רב,  אבקש לפתוח יוזר למרים קלמן מנהלת ישירה – תמי מלאך  נא לעדכן את אורטל, תמי ואותי בפתיחה! עובדת חדשה  תודה רבה!  [cid:image001.png 01D7F7F0....",צוות טכנאים
נושא: אין מקום בדיסק  ,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: פתיחת קריאה מבקשת להעביר את המחשב של גיטה לעמדה של עינת קרני שסיימה את עבודתה.  בברכה,  [cid:image011.png 01D5627F.46ED1990] רונית נקש (חג'אג') סגנית מתכנן המחוז לתפעול ובקרה מחוז מרכז הרצל 9...",צוות טכנאים
"נושא: פתיחת קריאה מבקשת לשלוח מייל אוטומטי מהמייל של עינת בדבר סיום תפקיד והעברת המיילים לראש הצוות  בברכה,  [cid:image011.png 01D5627F.46ED1990] רונית נקש (חג'אג') סגנית מתכנן המחוז לתפעול ובקרה מ...",צוות טכנאים
שיחזור מסמך   ,7878 מרכז שירות ותמיכה טכנולוגית
נושא: בעיה ברמקול של המחשב שלום אני שומעת ממש גרוע בשיחות זום ונראה לי שיש בעיה עם הרמקול. אשמח לסיוע מבקשת ליצור קשר ב4,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: FW: 101-0522540   נשלח מ- מרכז תמיכה-מינהל התכנון   מכתובת מייל: Service@iplan.gov.il ענבר שלום,  בפניות מסוג זה עליך לפנות לתמיכה הפנים ארגונית (7878) הנושא עבר לטיפולם.  בברכה, [cid:image00...",7878 מרכז שירות ותמיכה טכנולוגית
נושא: בוקר טוב מבקש לקבל הרשאה לחיבור למחשב הכרטיס לא  תקין כשבועיים תודה  ,7878 מרכז שירות ותמיכה טכנולוגית
נושא: ויקי אלאשקביץ מחוז צפון בוקר טוב ויקי איבדה את הכרטיס נוכחות מבקשת לחבר  את ויקי למחשב. 0506204357 ויקי ,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: העברת עמדת עבודה מבית מניבים לבית השנהב שלום, אבקש להעביר את עמדת העבודה של בר נסים קורנר מבית מניבים לבית השנהב, חדר 310 (חדר הטכנאים) ביום 2/1/2022.  תודה.  [חתימה]  ",צוות טכנאים
נושא: שלום יש בעיית אינטרנט    [חתימה]  ,7878 מרכז שירות ותמיכה טכנולוגית
נושא: FW: הכרזות ותמל  אני לא מצליחה לאתר את רשימת תפוצת המיילים המצורפת אצלי במייל ,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: תמ""א/ 75 - לאתר האינטרנט הי, |לתמ""א הזאת יש מסמך שהכנסתי. כרגע לא נמצא באתר האינטרנט.  באתר החדש בכלל לא מוצאים.  תודה  [cid:image001.png 01D7FA3C.9D361CF0]  בברכה, [cid:image004.jpg 01D7FA3C...",7878 מרכז שירות ותמיכה טכנולוגית
נושא: שולחן העבודה שלי נעלם  ,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: מקרם לא תקין היי, המקרן בחדר ישיבות בקומה 2 לא עובד חדר ישיבות:באכיפה ליד חדר 212 הם באמצע ישיבה דחוף    בברכה, [חתימה]  ",צוות טכנאים
"נושא: שריון טכנאי למחר  לסיוע במידת הצורך   שלום,  מחר יתקיימו דיוני הות""ל באולם ערבה בין השעות 9:00-15:30.  אבקש לשריין טכנאי לסיוע במידת הצורך בשעה 8:45.  תודה   בברכה,    [cid:image011.png 01D56...",צוות טכנאים
"נושא: איטיות ברשת במחוז מרכז  אודה לבדיקתכם אטיות חזרה ברשת הפנימית   בברכה,  [cid:image001.png 01D7FA45.6033E4A0]  ",צוות טכנאים
"נושא: תכנית מס' 503-0370676 שלום, לא מצליחה להכנס לארועים ולעדכן – אומר שתאריך פתיחת ארוע קטן מתאריך שלב וזה לא נכון. צריכה שאירוע 2190 ו3430 שתצליח לערוך אותם   [cid:image001.jpg 01D7FA45.8A76AE00]  ",7878 מרכז שירות ותמיכה טכנולוגית
נושא: העברת תכניות לשלב הפרה רולינג בוקר טוב. מבקש להעביר את התכניות הבאות לשלב הפרה רולינג:  410-0762427 – חצר שפירא  411-0738609 – מתחם אשכנז יהוד מונוסון. ____________________________ Powered By...,צוות הדרכה והטמעה אפליקטיבי
"נושא: הרשאות למייל שלום, אבקש גישה לתיבת המייל של אריאל בן דוד שעזב את מינהל התכנון בחודש שעבר ",צוות טכנאים
תקלה כללית-רשת  ,7878 מרכז שירות ותמיכה טכנולוגית
נושא: היי יש איזו בעיה באינטרנט? יש אתרים שממש לא זזים. דוגמת ג'מבו מייל ,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: פתיחת יוזר קורל לוי  אבקש לפתוח יוזר לקורל לוי, רכזת ועדת ערר תל אביב  לתת הרשאות כמו לאילנית מלניק דבי  מנהל ישיר יפית כרפסי  [יפיתוש]  From: yriki mof.gov.il <yriki mof.gov.il> Sent: Sunday...",צוות טכנאים
נושא: תמל/2033 - רחובות - תצהירים מפורסמים לציבור היי אשמח אם תוכלו לשחרר את הוי שתצהירים אלה לא יהיו פתוחים לציבור. אין צורך בכך. [cid:image001.jpg 01D7FA4F.B2C27DD0]  תודה  [cid:image002.jpg 01D7...,צוות הדרכה והטמעה אפליקטיבי
"נושא: תקלה באווטלוק  תקלה מוזרה מאוד כל מייל שאני מקבל מראה לי כאילו אני שלחתי אותו לעצמי שם השולח הוא אני ??  [cid:image001.png 01D7FA53.8810C930]   בברכה,  [cid:image002.png 01D7FA53.8810C930]  ",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: רוית בן שושי לפתוח יוזר רכזת ועדת ערר לוד  הרשאות תואמות לשל רויטל גברילוב/ שטערני שרה גלאנט  מנהל ישיר יפית כרפסי  [יפיתוש]  From: yriki mof.gov.il <yriki mof.gov.il> Sent: Sunday, December ...",צוות טכנאים
דלית מבקשת לאפשר לזיו אדר הרשאות כתיבה וצפיה ליומן ולמייל ושלה. זיו אדר – יועץ של דלית   [חתימה]  ,צוות טכנאים
"נושא: בקשה לפתיחת נעילה לישיבות מליאה 907+908 ותיקון מונה ישיבה מס' 915 (צ""ל: 913 ) תודה  ",7878 מרכז שירות ותמיכה טכנולוגית
